time,timestamp,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,magX,magY,magZ,roll,pitch,yaw,gt_px,gt_py,dvl_vx,dvl_vy,dvl_vz,depth
2025-07-30 18:12:34.376230,1753870354.37623,-1.101975440979004,-0.3657407164573669,9.80256175994873,-0.0713017210364341,0.0140248835086822,0.1275452971458435,-0.1085903421044349,-0.3177499771118164,0.573729395866394,1.1713144782848153,-9.762027958889568,-146.3055830312308,0.0,0.0,-0.015,0.046,0.109,29.03
2025-07-30 18:12:34.385832,1753870354.385832,-1.0699089765548706,-0.4074173867702484,9.73480987548828,-0.06535105407238,0.0113826058804988,0.1300946623086929,-0.1091411560773849,-0.3184393644332886,0.5742889046669006,1.155910037683714,-9.76422859312398,-146.2461659021006,0.0,0.0,-0.015,0.046,0.109,29.03
2025-07-30 18:12:34.396655,1753870354.396655,-1.0924623012542725,-0.3835640847682953,9.678110122680664,-0.0586618557572364,0.0119227999821305,0.1297717243432998,-0.1093908250331878,-0.3196947872638702,0.5744636058807373,1.138546860917388,-9.766709046793126,-146.17919364762216,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.405951,1753870354.405951,-1.0255215167999268,-0.3076370060443878,9.622190475463867,-0.0592794828116893,-0.0026425346732139,0.1273622363805771,-0.1096820086240768,-0.3200079202651977,0.5744330286979675,1.123633538698663,-9.768839521263004,-146.12167083228752,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.416338,1753870354.416338,-1.1094342470169067,-0.3143485486507416,9.660313606262209,-0.0740249902009964,0.0106564769521355,0.1266102939844131,-0.1109127327799797,-0.3199830949306488,0.5738300085067749,1.1069699378835565,-9.771220035516777,-146.05739694224218,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.425426,1753870354.425426,-1.016200304031372,-0.3915258646011352,9.75818920135498,-0.0715926140546798,0.0091675259172916,0.1274264305830001,-0.1102945879101753,-0.3211467564105987,0.5733706951141357,1.0923901477749804,-9.773302862545314,-146.0011606079276,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.436393,1753870354.436393,-1.0925686359405518,-0.3252086341381073,9.713752746582031,-0.0609339214861393,0.0216461159288883,0.1273471713066101,-0.1106145605444908,-0.322547972202301,0.571958601474762,1.074795946473643,-9.775816319717404,-145.9332972587977,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.445686,1753870354.445686,-1.0415241718292236,-0.3903051912784576,9.636301040649414,-0.0546649396419525,0.0125398719683289,0.1259455382823944,-0.1103075891733169,-0.3222663998603821,0.5722995400428772,1.0598872141463418,-9.777946138488549,-145.8757921473303,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.455866,1753870354.455866,-1.0372397899627686,-0.4161747097969055,9.718761444091797,-0.0507062934339046,0.0134199187159538,0.127238780260086,-0.1112986654043197,-0.3244750499725342,0.5814923048019409,1.043555615477577,-9.780279223867227,-145.81279883701592,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.465701,1753870354.465701,-1.0599521398544312,-0.3482982218265533,9.743894577026367,-0.0465349741280078,0.002318148734048,0.1252655982971191,-0.1114563941955566,-0.3247685730457306,0.5842900276184082,1.0277774812163654,-9.7825332429069,-145.7519403180272,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.475821,1753870354.475821,-1.1031581163406372,-0.3923511505126953,9.697731971740724,-0.0599519908428192,0.0112515809014439,0.1239471659064292,-0.1107479408383369,-0.323176622390747,0.575031578540802,1.011542270267506,-9.784852558612169,-145.68931878892505,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.485649,1753870354.485649,-1.0231608152389526,-0.4642451703548431,9.66896152496338,-0.0640324279665947,0.0061974171549081,0.1203856840729713,-0.1102574467658996,-0.3235122263431549,0.5724698305130005,0.9957752282439024,-9.787104993046569,-145.62850305428225,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.496265,1753870354.496265,-1.1204005479812622,-0.3075201511383056,9.64072322845459,-0.0558028072118759,0.0136650064960122,0.1203705891966819,-0.1102746278047561,-0.3229050934314728,0.5725398659706116,0.9787444361148704,-9.78953796319906,-145.562812854857,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.505741,1753870354.505741,-1.0662200450897217,-0.3022533655166626,9.760839462280272,-0.054533127695322,0.0047312709502875,0.1240628510713577,-0.1100163757801055,-0.3219532668590545,0.572330117225647,0.96354233322738,-9.791709692047617,-145.50417617120803,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.516455,1753870354.516455,-1.0814822912216189,-0.3650682866573334,9.649378776550291,-0.0501004122197628,0.0069907270371913,0.1205291450023651,-0.1109215542674064,-0.3228296041488647,0.5716176629066467,0.9463539548261214,-9.79416517452331,-145.43787813900727,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.525948,1753870354.525948,-1.0287457704544067,-0.3070251047611236,9.644203186035156,-0.0407534465193748,0.0026287373621016,0.1222213357686996,-0.1109029948711395,-0.3240123391151428,0.5711671710014343,0.9311243125900868,-9.796340837564268,-145.3791352321548,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.535885,1753870354.535885,-1.1016206741333008,-0.2590083181858063,9.686689376831056,-0.0474310703575611,0.0116741359233856,0.1191646009683609,-0.1102948188781738,-0.324296772480011,0.5711233019828796,0.9151824722014164,-9.79861824319212,-145.31764527523424,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.546289,1753870354.546289,-1.0846004486083984,-0.3381529450416565,9.69893741607666,-0.0549088418483734,-0.0043037366122007,0.1196554377675056,-0.1106203645467758,-0.3233956098556518,0.571232795715332,0.8984917145287176,-9.801002636996737,-145.2532666373077,0.0,0.0,-0.015,0.046,0.109,28.36
2025-07-30 18:12:34.555660,1753870354.55566,-1.0446836948394775,-0.3257163465023041,9.60927677154541,-0.0509473197162151,0.0075273308902978,0.1177917867898941,-0.1106505468487739,-0.323908120393753,0.5702316761016846,0.8834579076601103,-9.80315032355838,-145.19527909545778,0.0,0.0,-0.016,0.043,0.125,30.27
