Time,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,timestamp,dvl_vx,dvl_vy,dvl_vz,gt_px,gt_py,roll,pitch,yaw,roll_body,pitch_body,yaw_body,est_px,est_py,est_pz
2024-09-14 16:23:31.729972,0.2110768854618073,0.3511834144592285,9.806522369384766,-0.0124529022723436,-0.0116884307935833,-0.2382954955101013,1726302211.729972,0.087468211537702,0.0695526672004538,0.0046371228632056,0.0,0.0,3.064258698268942,0.652974886686379,-57.65773156519529,-179.3460902410769,-3.0640595150598062,43.79227581113707,0.0,0.0,0.0
2024-09-14 16:23:31.739607,0.1625748425722122,0.5844208598136902,9.821416854858398,-0.0080790426582098,-0.0095644583925604,-0.2388440519571304,1726302211.739607,0.0892094444424497,0.0704716512335151,0.0047338580245805,0.0016120878123655,0.0006329115766887,3.0673139358364248,0.6589340760065577,-57.78591315833131,-179.34012063697446,-3.067110897875837,43.66373999203606,0.0001019024471335,-0.0010915944727903,-6.72563992663523e-07
2024-09-14 16:23:31.749959,0.1633500009775162,0.5204764008522034,9.682523727416992,-0.0191212762147188,-0.0200410168617963,-0.2340005040168762,1726302211.749959,0.0910801937432005,0.0714589911422447,0.0048377885412889,0.0031879345060557,0.0012319089650696,3.076824819664008,0.6586502146059802,-57.92111475793845,-179.34039902976184,-3.076621326366101,43.528443956471634,0.0002145269197581,-0.0022857486386178,-1.2088572117897569e-06
2024-09-14 16:23:31.759553,0.3356951773166656,0.5570042133331299,9.684844017028809,-0.0268259514123201,-0.0139052513986825,-0.2344321012496948,1726302211.759553,0.0928139727768542,0.0723740411877841,0.0049341095987141,0.0046681066309379,0.0017739171482669,3.082262309645446,0.6541916633599456,-58.04688073947545,-179.34486067109535,-3.0820612065224107,43.40285535447325,0.0003215130014261,-0.0034108398582275,-1.4423087262026952e-06
2024-09-14 16:23:31.769703,0.1930006742477417,0.3837655782699585,9.702536582946776,-0.0181127563118934,0.0030586591456085,-0.234117865562439,1726302211.769703,0.0946619752473572,0.0733394744858242,0.0050509211728736,0.0064652248851735,0.002339322791709,3.07816460826516,0.654537299666299,-58.17948070957512,-179.34451705661417,-3.0779635607405638,43.2702837198767,0.0004376478204052,-0.004621800709221,-1.1989125276561844e-06
2024-09-14 16:23:31.779724,0.0912278369069099,0.4946931302547455,9.828363418579102,-0.003962620627135,-0.0018103756010532,-0.2325175404548645,1726302211.779724,0.0965113259699674,0.0742878594717781,0.0051931789207667,0.0081037328317479,0.0028732532275785,3.0769295289756062,0.662932631437171,-58.30904178503958,-179.3361103671913,-3.076723373927676,43.140285539573576,0.0005553137872481,-0.0058376964362601,-3.828429257228096e-07
2024-09-14 16:23:31.790068,0.2268945127725601,0.565332293510437,9.787675857543944,-0.0201971549540758,-0.0098631018772721,-0.231427013874054,1726302211.790068,0.0984202962645396,0.0752668185971998,0.0053400227895799,0.0096379013064451,0.0033962799010005,3.08040891270305,0.6619531030906504,-58.4426501379476,-179.33708914433993,-3.080203133535217,43.00668952332252,0.0006798797131675,-0.0071144665716628,1.1742360094413755e-06
2024-09-14 16:23:31.800030,0.2693848609924316,0.4896226227283478,9.78066062927246,-0.024523789063096,-0.0061533190310001,-0.2291878759860992,1726302211.80003,0.1002587790651759,0.0762096302898338,0.005481444543475,0.011313882702407,0.003988390613991,3.08165819041469,0.6584829887406218,-58.57018077403556,-179.3405635047046,-3.08145448031215,42.8793312206053,0.000802661486252,-0.0083642145334889,3.4081684695594887e-06
2024-09-14 16:23:31.810057,0.1236152574419975,0.4820995032787323,9.766307830810549,-0.0191149469465017,-0.0062122419476509,-0.2303315550088882,1726302211.810057,0.1021092297798887,0.0771585793743019,0.0056237869061452,0.0130004637965486,0.0045706728740215,3.0829514853601854,0.6581312509615246,-58.69903266865431,-179.34091495069023,-3.082747907260481,42.75048336298948,0.0009289932530246,-0.0096425024961996,6.345800963279742e-06
2024-09-14 16:23:31.819749,0.222868874669075,0.338264673948288,9.772225379943848,-0.0128375254571437,0.0017787240212783,-0.2268538326025009,1726302211.819749,0.1038979049381184,0.0780758486862145,0.0057613773029321,0.0145523584433377,0.005047871925955,3.079789647927945,0.6611711934930942,-58.82146369108431,-179.33787257009897,-3.079584395957246,42.62792521254413,0.0010536417346406,-0.0108971933272973,9.828090835354968e-06
2024-09-14 16:23:31.829316,0.1545691341161728,0.5017295479774475,9.84457015991211,-0.0096860835328698,0.0077656940557062,-0.2325651943683624,1726302211.829316,0.1056634362625088,0.0789812493653891,0.0058971874048083,0.0161748344186327,0.0055764136702975,3.073345163233342,0.6660583622112162,-58.945349525194025,-179.33298236650984,-3.073137302469464,42.50385157675056,0.0011790025610901,-0.0121542587784117,1.3901351162151605e-05
2024-09-14 16:23:31.839291,0.1242546215653419,0.4660838842391968,9.848787307739258,-0.0124536016955971,-0.0016524891834706,-0.2335788011550903,1726302211.839291,0.1075043390457709,0.0799253020747543,0.0060387953112131,0.0179815879390252,0.0062004855384525,3.071989458155251,0.6695909521163328,-59.075182650234495,-179.32944554144228,-3.071779479541336,42.373844683452354,0.0013121373863355,-0.0134852403295446,1.879340241456313e-05
2024-09-14 16:23:31.850067,0.132606714963913,0.3983802497386932,9.749455451965332,-0.0137408841401338,-0.0066455262713134,-0.2334959208965302,1726302211.850067,0.109492992768257,0.080945124496542,0.0061917686744813,0.0197220880339581,0.0068540808652699,3.073598460611699,0.6726073401304878,-59.21543314416201,-179.326423798469,-3.073386474740244,42.23341337547336,0.0014586726762381,-0.0149467006742798,2.479801888013874e-05
2024-09-14 16:23:31.860673,0.1161818131804466,0.3432211577892303,9.758566856384276,-0.0051520126871764,0.0064991954714059,-0.2335046827793121,1726302211.860673,0.1114503187156605,0.0819488813926464,0.0063423322088969,0.0214088691932357,0.0074798857823143,3.0671904272069304,0.6807921034110361,-59.35319667020738,-179.3182313372647,-3.0669737044679413,42.09528674968693,0.0016054298250111,-0.0164080729090309,3.1416630419272875e-05
2024-09-14 16:23:31.869695,0.0414590239524841,0.3412862718105316,9.753613471984863,-0.00017204642063,0.0083526354283094,-0.234231635928154,1726302211.869695,0.1131153107618714,0.0828027234676263,0.0064704085201439,0.0228762740008878,0.007977688932252,3.060762892847536,0.6903322729003768,-59.470623820806296,-179.30868163639732,-3.060540521474062,41.97742610025301,0.0017320213360785,-0.0176677935624149,3.752393712567903e-05
2024-09-14 16:23:31.880305,0.1479551494121552,0.2217295616865158,9.740077018737791,-0.0079966690391302,-0.0099610174074769,-0.2364079505205154,1726302211.880305,0.1150733847039046,0.0838068639507203,0.006621029592608,0.024632363393882,0.0085121145896971,3.064293528055866,0.696856559528323,-59.61029647510099,-179.30214573162002,-3.064066671758335,41.83736154683057,0.0018831730777222,-0.0191722534150741,4.528886765455936e-05
2024-09-14 16:23:31.890179,0.2369490265846252,0.3299384713172913,9.67056941986084,-0.0096334926784038,-0.0143629098311066,-0.2364405691623688,1726302211.890179,0.1168955876214222,0.0847413269853447,0.0067611990478017,0.0262948723867144,0.0089619917447734,3.0700545160564805,0.7020126861641237,-59.740347946249685,-179.29697843699518,-3.0698238566451117,41.70696328613826,0.0020257123413137,-0.020592250649607,5.29966553535412e-05
2024-09-14 16:23:31.900145,0.3782566487789154,0.3397488296031952,9.753690719604492,-0.0116282999515533,0.0135890627279877,-0.2297513335943222,1726302211.900145,0.1187348184166882,0.0856845222649683,0.0069026783397452,0.0279334520999858,0.0095308920373105,3.0599428813134804,0.7058881389588448,-59.86785732653341,-179.29310409518715,-3.0597104377833237,41.57937099601917,0.0021715047156209,-0.0220458280164721,6.152743708606136e-05
2024-09-14 16:23:31.910118,0.1562242358922958,0.2475279867649078,9.736533164978027,-0.0148717211559414,0.0162064787000417,-0.2237498760223389,1726302211.910118,0.1205753252027934,0.0866283718988684,0.0070442557848302,0.0295526777426657,0.0101087592238244,3.0483612746504782,0.7077101344654786,-59.99213127048905,-179.29128714185575,-3.048128515648103,41.45514311932752,0.0023193185072341,-0.0235207591766386,7.088228893604206e-05
