time,timestamp,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z,magX,magY,magZ,roll,pitch,yaw,gt_px,gt_py,dvl_vx,dvl_vy,dvl_vz,depth
2025-07-30 17:49:55.892457,1753868995.892457,-0.8992621898651123,-0.3254305720329284,9.721030235290527,-0.0166217386722564,0.0060628741048276,0.1798189729452133,-0.1281438171863556,-0.2487464249134063,0.5904992818832397,1.8123697114827373,-8.522617020249672,27.21464132344852,0.0,0.0,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.902079,1753868995.902079,-0.8739610314369202,-0.3329778909683227,9.643047332763672,-0.0115662049502134,0.0077422871254384,0.1779098212718963,-0.1278512328863144,-0.2490088641643524,0.590149462223053,1.8079592680081928,-8.516001355278407,27.24165528894832,0.0003625039745802,-1.0979733794511092e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.912519,1753868995.912519,-0.8874083161354065,-0.2986946403980255,9.74862575531006,-0.0122907795011997,0.0100068664178252,0.1713423579931259,-0.1284164637327194,-0.2502423226833343,0.5900182723999023,1.803173983830004,-8.50882342927212,27.27096515369148,0.0007558169246501,-2.2892627976434142e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.922441,1753868995.922441,-0.9284979701042176,-0.3124527633190155,9.821443557739258,-0.0157076343894004,0.0141326785087585,0.1697103828191757,-0.127799704670906,-0.2508303225040436,0.5899393558502197,1.7986260623364547,-8.502001547279846,27.298821172033307,0.0011296205176461,-3.4214611265803566e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.932722,1753868995.932722,-0.9049112200737,-0.3327748775482178,9.75924015045166,-0.0122304828837513,0.0057133724913001,0.1691217124462127,-0.1272145211696624,-0.251355230808258,0.5892398357391357,1.7939135606389147,-8.494932794990564,27.3276852440954,0.00151695131679,-4.5946314538684e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.942405,1753868995.942405,-0.8789737820625305,-0.3268430233001709,9.740622520446776,-0.0063584628514945,0.0061473539099097,0.1653999239206314,-0.1274957507848739,-0.2525475621223449,0.5887938141822815,1.7894752499983555,-8.488275329271797,27.354869895982084,0.0018817457545626,-5.699542323080154e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.952982,1753868995.952982,-0.8950539827346802,-0.3063138723373413,9.729637145996094,-0.0142247360199689,0.0095117529854178,0.1612801998853683,-0.127172976732254,-0.2522975206375122,0.5894450545310974,1.784627128092879,-8.481003146678006,27.38456464179375,0.0022802234745761,-6.906475100536654e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.962450,1753868995.96245,-0.8980314135551453,-0.3252612948417663,9.69768524169922,-0.0161557551473379,0.0098331598564982,0.1596142947673797,-0.1271499991416931,-0.2520570158958435,0.5901007652282715,1.780287281438904,-8.474493376933747,27.41114620178007,0.0026369249424023,-7.986873505927465e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.972950,1753868995.97295,-0.8923972249031067,-0.3615208268165588,9.638855934143066,-0.0148767819628119,0.0116214174777269,0.1534940898418426,-0.1263109743595123,-0.2530533075332641,0.5880852937698364,1.7754744579437125,-8.467274141953457,27.440624744835,0.0030325014090387,-9.185018796353822e-05,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.982449,1753868995.982449,-0.894517719745636,-0.3459284603595733,9.668774604797363,-0.0119464909657835,0.0156120918691158,0.1534980088472366,-0.1262880116701126,-0.2528128325939178,0.5887410640716553,1.7711204044992204,-8.460743062024196,27.467293321410708,0.0033903705639826,-0.0001026895396123,0.041,-0.018,0.013,0.9
2025-07-30 17:49:55.992866,1753868995.992866,-0.8950006365776062,-0.3301112055778503,9.742026329040527,-0.0146904196590185,0.0171598847955465,0.1497871726751327,-0.1277553737163543,-0.2529238164424896,0.5893838405609131,1.7663456114894132,-8.45358087276991,27.4965389277494,0.0037828212220272,-0.0001145763161857,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.002412,1753868996.002412,-0.8889986276626587,-0.3529930114746094,9.758784294128418,-0.014138976112008,0.0137332826852798,0.1481026262044906,-0.1277697682380676,-0.253467857837677,0.5886931419372559,1.7619700292931375,-8.447017499714148,27.52333936792597,0.0041424598720648,-0.0001254692633436,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.012171,1753868996.012171,-0.8820522427558899,-0.3502500355243683,9.7310152053833,-0.0116760954260826,0.0144818732514977,0.1457773298025131,-0.1274528056383133,-0.254065454006195,0.5886186957359314,1.7574968573743093,-8.440307742079879,27.55073754513588,0.00451011963438,-0.0001366051586723,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.022980,1753868996.02298,-0.8835301995277405,-0.3317394852638244,9.742700576782228,-0.0092405341565608,0.0216626394540071,0.1420460343360901,-0.1271056532859802,-0.2541505098342895,0.5895453095436096,1.752542403105962,-8.432876060947583,27.58108357665128,0.0049173370433589,-0.0001489391992915,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.032375,1753868996.032375,-0.9036121964454652,-0.3177109360694885,9.75566864013672,-0.0130723444744944,0.0146499518305063,0.140645295381546,-0.1271616071462631,-0.2537522912025451,0.5886492729187012,1.7482359970512045,-8.426416452100323,27.60746031297332,0.0052712899553543,-0.0001596599334682,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.042900,1753868996.0429,-0.9130118489265442,-0.3585848808288574,9.716435432434082,-0.0095555698499083,0.0095420079305768,0.1369010508060455,-0.126474529504776,-0.2541944980621338,0.590157151222229,1.7434116988405952,-8.419180005047533,27.637009138658144,0.0056678095538935,-0.0001716699525068,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.053090,1753868996.05309,-0.8793342709541321,-0.3544678092002868,9.695741653442385,-0.0114597575739026,0.0082214660942554,0.1345932483673095,-0.1266768276691436,-0.2555445432662964,0.591262936592102,1.7387409432505747,-8.412173871917254,27.66561751581908,0.0060517091493531,-0.0001832977294625,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.062954,1753868996.062954,-0.8754998445510864,-0.3344055414199829,9.740577697753906,-0.0123413605615496,0.0103608947247266,0.13144351541996,-0.1269752085208892,-0.2561297118663788,0.5908869504928589,1.7342196868099966,-8.405391987502984,27.693310210716184,0.0064233210834513,-0.0001945533304969,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.072904,1753868996.072904,-0.8842334151268005,-0.3290795385837555,9.760978698730469,-0.0155927427113056,0.0148037718608975,0.1311372369527816,-0.1258721649646759,-0.2553265392780304,0.5893874764442444,1.729658869921978,-8.39855076241971,27.721245213346847,0.0067981845770618,-0.0002059074166801,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.082130,1753868996.08213,-0.8940290808677673,-0.3567061722278595,9.74656581878662,-0.0114772524684667,0.0127404760569334,0.1265059858560562,-0.1262021213769912,-0.255848616361618,0.5883908867835999,1.725430054800045,-8.392207539967455,27.747146705219087,0.0071457601209529,-0.0002164349893772,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.092741,1753868996.092741,-0.889877438545227,-0.3602780699729919,9.715388298034668,-0.0114462710916996,0.0130817582830786,0.1221254244446754,-0.1276595145463943,-0.2568387389183044,0.588618278503418,1.7205663054249996,-8.384911916170164,27.776937169279087,0.0075455222967958,-0.0002285432215061,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.102203,1753868996.102203,-0.8849558234214783,-0.3425412476062774,9.71853256225586,-0.0098651181906461,0.0121937924996018,0.1208137869834899,-0.1271000951528549,-0.2564529180526733,0.5880237221717834,1.716229300129128,-8.378406408462903,27.80350132594752,0.0079019902271985,-0.0002393401320411,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.112893,1753868996.112893,-0.9062164425849916,-0.3270299732685089,9.70549201965332,-0.0106615992262959,0.0140132419764995,0.1186404824256897,-0.1264819502830505,-0.2576165497303009,0.5875644683837891,1.7113292687967618,-8.37105636173161,27.83351401698969,0.0083047344962958,-0.0002515386875661,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.122223,1753868996.122223,-0.8977261185646057,-0.3506865501403808,9.707015991210938,-0.0134664475917816,0.0155647825449705,0.1151821985840797,-0.1258422285318374,-0.2579640746116638,0.5881413221359253,1.707052806285094,-8.364641668197354,27.85970734911561,0.0086562262831355,-0.0002621848777352,0.046,-0.02,0.012,0.9
2025-07-30 17:49:56.132798,1753868996.132798,-0.8791413307189941,-0.3480090200901031,9.73172092437744,-0.0107396682724356,0.0168463289737701,0.1104927957057952,-0.126764565706253,-0.2582332491874695,0.5874988436698914,1.7022055586436493,-8.357370796999561,27.889396740060228,0.0090546321454802,-0.0002742520290424,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.142237,1753868996.142237,-0.9092844128608704,-0.3407589495182037,9.7545166015625,-0.0098201697692275,0.0193204171955585,0.1107077226042747,-0.1267415881156921,-0.2579928040504455,0.5881545543670654,1.6978790445161598,-8.350881026044302,27.915896638324185,0.0094102377838575,-0.0002850228219689,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.151995,1753868996.151995,-0.8955609798431396,-0.3436940610408783,9.752421379089355,-0.0093331784009933,0.0144451828673481,0.1106322482228279,-0.1260918825864792,-0.2592194974422455,0.588316023349762,1.693406309729348,-8.344171924108034,27.94329213810057,0.0097778616173384,-0.0002961576290639,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.162471,1753868996.162471,-0.895130455493927,-0.354217529296875,9.730664253234863,-0.0086520621553063,0.0134528623893857,0.1057594567537307,-0.1261220425367355,-0.2597320079803467,0.5873149037361145,1.6886044145345538,-8.336969081577745,27.972703745317503,0.0101725398631151,-0.000308111876126,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.172818,1753868996.172818,-0.8883848786354065,-0.3532454371452331,9.708658218383787,-0.0069446330890059,0.0146853821352124,0.1044934019446373,-0.1258236616849899,-0.2591468393802643,0.5876908302307129,1.683861750727916,-8.329855086126463,28.00175256029248,0.0105623497518319,-0.0003199186675233,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.183234,1753868996.183234,-0.8988752961158752,-0.3423243761062622,9.711483001708984,-0.0082075875252485,0.0185654964298009,0.102966621518135,-0.1248783320188522,-0.2586371600627899,0.5889890193939209,1.6790873948501246,-8.322693552570176,28.030995489197643,0.010954764481042,-0.000331804355863,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.192799,1753868996.192799,-0.8900852203369141,-0.3576657176017761,9.7127046585083,-0.0074610849842429,0.0164487790316343,0.1002558395266532,-0.1258394420146942,-0.2591152787208557,0.5873804688453674,1.6747030700135306,-8.316117065554412,28.057849478044616,0.0113151217077674,-0.0003427190676947,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.202850,1753868996.20285,-0.8805190920829773,-0.3508273661136627,9.731367111206056,-0.009433108381927,0.0203177314251661,0.0998183190822601,-0.1245743632316589,-0.2603543996810913,0.5878434181213379,1.6700960264148297,-8.309206500407635,28.08606761927001,0.0116937846756147,-0.0003541882345904,0.051,-0.02,0.011,0.9
2025-07-30 17:49:56.212474,1753868996.212474,-0.8762725591659546,-0.3477804660797119,9.745234489440918,-0.0102297300472855,0.0117664467543363,0.0969756245613098,-0.123967595398426,-0.2600632309913635,0.5881799459457397,1.6656847086762532,-8.302589524040371,28.113086939636844,0.0120563605078637,-0.0003651701448522,0.051,-0.02,0.011,0.9
